;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;monto_del_credito;línea_credito;fecha_de_beneficio
317;femenino;industria;fabrica de helados;olaya herrera;1;7.0;4500000;microempresarial;2018-06-14
318;femenino;agropecuaria;criadero de animales;cabecera san antonio ;2;80.0;14000000;agropecuaria;2017-10-09
319;femenino;servicio;peluqueria;belen;3;16.0;6890000;microempresarial;2016-11-03
320;femenino;industria;fabrica de;buenos aires;3;9.0;6000000;microempresarial;2018-05-09
321;femenino;industria;fabrica de;belen;1;16.0;5000000;microempresarial;2018-07-09
322;femenino;comercio;miscelanea;campo valdes no. 1;2;4.0;6000000;microempresarial;2019-05-29
323;femenino;comercio;cafeteria;pablo vi;2;2.0;7000000;microempresarial;2017-09-06
324;masculino;industria;carpinteria;san martin de porres;2;6.0;6890000;microempresarial;2016-06-15
327;femenino;servicio;comidas rapidas;la cruz;1;3.0;7000000;microempresarial;2018-02-16
328;femenino;servicio;peluqueria;robledo;3;7.0;6890000;microempresarial;2016-07-15
329;femenino;comercio;venta de calzado;picachito;1;6.0;4000000;microempresarial;2018-05-09
330;femenino;comercio;tienda;la pradera;2;13.0;4400000;credioportuno;2017-09-13
331;masculino;comercio;variedades;playon de los ;1;2.0;7000000;microempresarial;2018-02-09
332;masculino;comercio;billares;cabecera san cristobal;2;60.0;6890000;microempresarial;2016-09-22
333;femenino;comercio;fabrica de alimentos;villa del socorro;2;2.0;4000000;microempresarial;2018-09-14
334;masculino;comercio;licorera;robledo;2;7.0;7377000;microempresarial;2017-03-29
335;femenino;comercio;cafeteria;cabecera san antonio ;3;80.0;7000000;microempresarial;2019-01-31
336;femenino;servicio;comidas rapidas;doce de octubre no.1;2;6.0;6000000;microempresarial;2018-02-09
337;femenino;comercio;variedades;san javier no.1;1;13.0;6800000;microempresarial;2016-11-19
338;masculino;servicio;fabrica de;robledo;2;7.0;6890000;microempresarial;2016-08-09
339;femenino;servicio;peluqueria;cabecera san cristobal;2;60.0;4000000;microempresarial;2017-08-18
340;femenino;servicio;peluqueria;aranjuez;2;4.0;3500000;microempresarial;2018-07-25
341;femenino;comercio;tienda;la libertad;2;8.0;4000000;microempresarial;2016-06-27
342;femenino;comercio;licorera;buenos aires;1;9.0;3000000;microempresarial;2018-04-23
343;femenino;comercio;tienda;manrique central no. 2;2;3.0;4000000;microempresarial;2018-01-30
344;femenino;servicio;miscelanea;campo valdes no. 1;3;4.0;6000000;microempresarial;2016-07-06
345;masculino;industria;fabrica de productos;robledo;1;7.0;4000000;microempresarial;2016-10-26
346;femenino;comercio;panaderia;tejelo;3;5.0;7800000;microempresarial;2018-02-20
347;femenino;comercio;variedades;doce de octubre no.1;2;6.0;2000000;microempresarial;2019-01-25
348;femenino;comercio;papeleria;campo valdes no. 1;3;4.0;7800000;microempresarial;2018-04-05
349;masculino;comercio;tienda;enciso;2;8.0;6000000;microempresarial;2016-02-16
350;masculino;industria;fabrica de;enciso;3;8.0;5000000;microempresarial;2017-06-06
351;femenino;industria;fabrica de;boston;3;10.0;20000000;microempresarial;2017-04-19
352;femenino;comercio;tienda;villa niza;2;2.0;7000000;microempresarial;2018-04-25
353;femenino;comercio;variedades;robledo;2;7.0;7377000;microempresarial;2017-07-18
354;femenino;comercio;variedades;guayabal;3;15.0;6890000;microempresarial;2017-02-03
355;femenino;comercio;tienda;cabecera san cristobal;1;60.0;4000000;microempresarial;2018-02-05
356;masculino;comercio;tienda;el salvador;2;9.0;7000000;microempresarial;2017-06-05
357;femenino;industria;fabrica de;manrique central no. 2;3;3.0;6000000;microempresarial;2017-05-19
358;femenino;comercio;variedades;aranjuez;2;4.0;4000000;microempresarial;2017-05-09
359;femenino;comercio;variedades;llanaditas;2;8.0;6000000;microempresarial;2018-02-06
360;femenino;comercio;restaurante;playon de los ;2;2.0;3000000;microempresarial;2017-02-06
361;masculino;comercio;fabrica de helados;manrique central no. 1;3;4.0;6500000;microempresarial;2018-12-13
362;masculino;comercio;distribuidora de;cabecera san cristobal;1;60.0;7800000;microempresarial;2018-02-28
363;masculino;servicio;taller de mecanica;toscana;3;5.0;6890000;microempresarial;2016-10-26
364;femenino;comercio;variedades;campo valdes no. 1;2;4.0;7800000;microempresarial;2018-05-24
365;femenino;comercio;variedades;guayabal;3;15.0;7000000;microempresarial;2018-03-07
366;femenino;comercio;variedades;santo domingo savio ;1;1.0;7800000;microempresarial;2018-06-22
367;femenino;industria;fabrica de;calasanz;3;12.0;6890000;microempresarial;2016-12-16
368;femenino;servicio;peluqueria;castilla;2;5.0;2000000;microempresarial;2017-07-04
369;femenino;servicio;fabrica de;villatina;1;8.0;3000000;microempresarial;2016-07-15
370;femenino;comercio;comidas rapidas;enciso;2;8.0;3000000;microempresarial;2018-03-07
371;masculino;comercio;variedades;alfonso lopez;3;5.0;7000000;microempresarial;2017-05-23
372;femenino;comercio;tienda;granizal;2;1.0;7300000;microempresarial;2017-09-26
373;masculino;comercio;tienda;moravia;1;4.0;650000;microempresarial;2018-02-26
374;femenino;servicio;comidas rapidas;moravia;1;4.0;1000000;microempresarial;2016-11-19
375;femenino;comercio;tienda;san javier no.2;2;13.0;8200000;microempresarial;2019-02-21
376;femenino;servicio;peluqueria;buenos aires;2;9.0;5000000;microempresarial;2017-03-21
377;femenino;comercio;variedades;el progreso no.2;1;6.0;5000000;microempresarial;2017-09-26
378;masculino;industria;marroquineria;san javier no.1;3;13.0;1800000;microempresarial;2016-02-25
379;masculino;industria;fabrica de;robledo;3;7.0;2000000;microempresarial;2017-10-19
380;femenino;servicio;fabrica de ceramica;doce de octubre no.1;2;6.0;6000000;microempresarial;2016-08-17
381;femenino;comercio;fabrica de;popular;2;1.0;7300000;microempresarial;2017-01-17
382;femenino;comercio;variedades;cabecera san antonio ;2;80.0;7800000;microempresarial;2018-08-14
383;femenino;industria;fabrica de velas;aranjuez;3;4.0;1500000;microempresarial;2016-05-20
384;masculino;industria;fabrica de;manrique central no. 1;2;4.0;6000000;microempresarial;2017-10-12
385;femenino;industria;fabrica de;castilla;2;5.0;5000000;microempresarial;2016-05-17
386;masculino;comercio;granero;santa cruz;1;2.0;7377000;microempresarial;2017-05-22
387;femenino;industria;fabrica de;la francia;2;2.0;7800000;microempresarial;2018-07-04
388;masculino;comercio;variedades;cabecera san antonio ;3;80.0;4000000;microempresarial;2017-07-27
389;masculino;comercio;fabrica de;manrique oriental;3;3.0;7800000;microempresarial;2018-04-18
390;femenino;comercio;almacen de ropa en;buenos aires;3;9.0;7377000;microempresarial;2017-11-17
391;femenino;comercio;variedades;boston;3;10.0;7370000;microempresarial;2017-02-01
392;masculino;comercio;tienda;trinidad;3;15.0;4000000;microempresarial;2017-11-03
393;femenino;comercio;tienda;enciso;1;8.0;6500000;microempresarial;2016-04-26
394;femenino;comercio;tienda naturista;santo domingo savio ;1;1.0;7000000;microempresarial;2018-11-06
395;femenino;comercio;comidas rapidas;doce de octubre no.1;1;6.0;7370000;microempresarial;2017-10-27
396;femenino;comercio;tienda;villa hermosa;3;8.0;4000000;microempresarial;2018-08-21
397;femenino;servicio;peluqueria;guayabal;3;15.0;7000000;microempresarial;2017-07-28
398;masculino;servicio;barberia;miranda;2;4.0;7000000;microempresarial;2018-10-18
399;femenino;comercio;variedades;cabecera san antonio ;2;80.0;7800000;microempresarial;2018-06-05
400;femenino;comercio;almacen de ropa en;castilla;2;5.0;3500000;microempresarial;2016-10-11
401;masculino;industria;fabrica de;la floresta;3;12.0;6890000;microempresarial;2016-04-21
402;masculino;servicio;panaderia;cabecera san cristobal;2;60.0;7300000;microempresarial;2017-07-07
403;femenino;comercio;comidas rapidas;san pablo;2;1.0;7800000;microempresarial;2018-03-05
404;masculino;industria;fabrica de;san javier no.1;3;13.0;6000000;microempresarial;2019-05-20
405;femenino;comercio;miscelanea;robledo;3;7.0;7300000;microempresarial;2017-09-05
406;femenino;comercio;fabrica de alimentos;castilla;2;5.0;3000000;microempresarial;2018-04-03
407;femenino;industria;fabrica de;san javier no.1;1;13.0;6000000;microempresarial;2018-09-24
408;femenino;comercio;variedades;granizal;2;1.0;7800000;microempresarial;2018-06-06
409;femenino;servicio;comidas rapidas;castilla;3;5.0;6890000;microempresarial;2016-05-05
410;masculino;industria;fabrica de;la francia;2;2.0;7800000;microempresarial;2018-11-20
411;femenino;servicio;peluqueria;san javier no.1;1;13.0;7370000;microempresarial;2017-06-15
412;masculino;servicio;mantenimiento en;castilla;3;5.0;7200000;microempresarial;2017-02-01
413;femenino;industria;fabrica de;andalucia;2;2.0;1500000;microempresarial;2018-07-11
414;femenino;comercio;cafeteria;belen;2;16.0;4130000;microempresarial;2016-10-20
415;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;7300000;microempresarial;2017-10-20
416;femenino;comercio;tienda de helados;aranjuez;2;4.0;6000000;microempresarial;2019-05-06
417;femenino;comercio;peluqueria;manrique central no. 2;2;3.0;3000000;microempresarial;2018-03-01
418;masculino;industria;ebanistaria;aranjuez;1;4.0;7370000;microempresarial;2017-10-20
419;femenino;comercio;tienda;buenos aires;2;9.0;6000000;microempresarial;2019-03-05
420;femenino;comercio;almacen de ropa en;la francia;2;2.0;6500000;microempresarial;2017-12-12
421;masculino;comercio;variedades;san javier no.1;3;13.0;7377000;microempresarial;2018-02-21
422;femenino;servicio;peluqueria;olaya herrera;1;7.0;7000000;microempresarial;2017-02-24
423;femenino;comercio;variedades;robledo;2;7.0;2000000;microempresarial;2018-06-15
424;femenino;industria;fabrica de;cabecera san cristobal;2;60.0;2000000;microempresarial;2018-07-25
425;femenino;servicio;cafe e internet;moravia;1;4.0;2500000;microempresarial;2018-04-12
426;masculino;servicio;barberia;robledo;3;7.0;5500000;microempresarial;2018-09-14
427;masculino;comercio;restaurante;san javier no.1;2;13.0;7800000;microempresarial;2018-09-21
429;masculino;comercio;variedades;barrio caicedo;3;9.0;5000000;microempresarial;2016-05-05
430;femenino;comercio;fabrica de calzado;villa niza;1;2.0;4000000;microempresarial;2018-02-13
431;femenino;industria;fabrica de;moravia;2;4.0;5000000;microempresarial;2018-05-24
432;femenino;comercio;tienda;santa cruz;1;2.0;7500000;microempresarial;2018-06-22
433;femenino;comercio;comidas rapidas;pedregal;3;6.0;7000000;microempresarial;2018-04-11
434;femenino;comercio;variedades;moravia;1;4.0;6000000;microempresarial;2016-03-16
435;masculino;comercio;tienda;13 de noviembre;1;8.0;6000000;microempresarial;2017-01-20
436;masculino;servicio;cafe e internet;robledo;2;7.0;6000000;microempresarial;2018-07-09
437;femenino;industria;fabrica de;boyaca;3;5.0;7377000;microempresarial;2017-07-05
438;femenino;comercio;distribuidora de;belen;1;16.0;7000000;microempresarial;2019-04-24
439;masculino;servicio;lavanderia;san javier no.2;1;13.0;6000000;microempresarial;2016-03-28
440;femenino;comercio;lavanderia;castilla;3;5.0;7800000;microempresarial;2018-07-05
441;femenino;servicio;fabrica de juegos;granizal;2;1.0;2000000;microempresarial;2018-03-08
442;masculino;servicio;recreativo educativo;belen;3;16.0;6890000;microempresarial;2016-09-16
443;masculino;comercio;distribuidora de;manrique central no. 1;3;4.0;5000000;microempresarial;2018-04-24
444;femenino;industria;fabrica de calzado;santo domingo savio ;1;1.0;7300000;microempresarial;2017-05-19
445;femenino;comercio;ferreteria;13 de noviembre;1;8.0;7377000;microempresarial;2017-03-01
446;masculino;comercio;tienda;tejelo;3;5.0;5000000;microempresarial;2018-09-12
447;femenino;comercio;papeleria;villa guadalupe;2;1.0;6890000;microempresarial;2016-11-30
448;femenino;comercio;variedades;boston;3;10.0;7800000;microempresarial;2018-09-05
449;femenino;industria;fabrica de;robledo;1;7.0;7800000;microempresarial;2019-01-22
450;femenino;servicio;organización y;cabecera san cristobal;2;60.0;5000000;microempresarial;2016-05-11
451;femenino;comercio;variedades;santo domingo savio ;1;1.0;4000000;microempresarial;2017-10-23
452;masculino;comercio;tienda;belen;2;16.0;7200000;microempresarial;2017-10-12
454;masculino;comercio;restaurante;enciso;1;8.0;4000000;microempresarial;2016-10-19
455;femenino;comercio;variedades;calasanz;2;12.0;5000000;microempresarial;2017-07-27
456;femenino;comercio;fabrica de calzado;pedregal;3;6.0;3500000;microempresarial;2018-10-03
457;femenino;industria;fabrica de;playon de los ;1;2.0;3750000;microempresarial;2019-05-06
458;masculino;comercio;tienda;san javier no.1;2;13.0;6000000;microempresarial;2017-07-28
459;femenino;industria;fabrica de;buenos aires;2;9.0;7800000;microempresarial;2018-09-20
460;femenino;industria;fabrica de;robledo;2;7.0;7000000;microempresarial;2017-02-22
461;femenino;servicio;productos de belleza;cordoba;3;7.0;23510000;empresarial ed.;2017-10-31
462;femenino;industria;fabrica de;20 de julio;2;13.0;3000000;microempresarial;2016-09-07
463;masculino;industria;fabrica de;campo valdes no. 1;2;4.0;1800000;microempresarial;2018-05-04
464;masculino;comercio;distribuidora de;villa del socorro;2;2.0;1500000;microempresarial;2018-12-17
465;femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;7000000;microempresarial;2017-09-06
466;femenino;comercio;peluqueria;robledo;1;7.0;7000000;microempresarial;2018-05-30
467;femenino;industria;fabrica de;robledo;2;7.0;5000000;microempresarial;2016-10-25
468;femenino;comercio;papeleria;san javier no.1;1;13.0;6000000;microempresarial;2018-02-15
469;femenino;comercio;tienda;manrique central no. 1;3;4.0;7377000;microempresarial;2017-06-28
470;femenino;comercio;almacen de ropa en;santo domingo savio ;2;1.0;3000000;microempresarial;2018-03-08
471;femenino;comercio;comidas rapidas;trinidad;3;15.0;3000000;microempresarial;2017-11-22
472;masculino;comercio;ferreteria;cabecera san cristobal;2;60.0;3000000;microempresarial;2016-08-11
473;femenino;comercio;restaurante;manrique central no. 1;2;4.0;3000000;microempresarial;2019-04-29
475;femenino;comercio;almacen de ropa en;belen;3;16.0;5000000;microempresarial;2018-07-25
476;femenino;servicio;variedades;la america;2;12.0;5000000;microempresarial;2017-07-11
477;masculino;industria;fabrica de;castilla;2;5.0;7800000;microempresarial;2018-08-01
478;masculino;servicio;variedades;girardot;3;5.0;6000000;microempresarial;2017-07-07
479;masculino;servicio;taller de mecanica;robledo;3;7.0;20000000;empresarial ed.;2017-06-08
480;masculino;comercio;variedades;buenos aires;2;9.0;5000000;microempresarial;2017-08-08
481;femenino;servicio;comidas rapidas;villa guadalupe;2;1.0;6890000;microempresarial;2016-05-20
482;femenino;servicio;peluqueria;belen;2;16.0;7000000;microempresarial;2017-07-12
483;masculino;servicio;recreativo educativo;aranjuez;3;4.0;7377000;microempresarial;2017-05-17
484;femenino;industria;fabrica de;popular;2;1.0;7800000;microempresarial;2018-04-17
485;masculino;servicio;comidas rapidas;doce de octubre no.1;2;6.0;7370000;microempresarial;2017-07-18
486;femenino;comercio;miscelanea;cabecera san antonio ;3;80.0;5000000;microempresarial;2016-02-17
487;femenino;industria;fabrica de;doce de octubre no.1;2;60.0;7000000;microempresarial;2019-06-04
488;masculino;industria;variedades;el salvador;3;9.0;7000000;microempresarial;2018-05-25
489;masculino;comercio;almacen de ropa en;juan xxiii la quiebra;2;13.0;8200000;microempresarial;2019-02-04
490;femenino;industria;fabrica de;belen;2;16.0;7800000;microempresarial;2018-05-16
491;masculino;comercio;almacen de ropa en;belen;2;16.0;5000000;microempresarial;2017-05-24
492;femenino;industria;fabrica de;belencito;2;13.0;2800000;microempresarial;2017-10-18
493;femenino;industria;fabrica de;enciso;3;8.0;8281160;microempresarial;2019-03-15
494;femenino;comercio;variedades;playon de los ;2;2.0;4130000;microempresarial;2016-11-23
495;masculino;comercio;deposito de;robledo;2;7.0;7800000;microempresarial;2018-02-06
496;masculino;comercio;drogueria;campo valdes no. 1;3;4.0;7000000;microempresarial;2018-03-23
497;femenino;comercio;almacen de ropa en;manrique central no. 1;2;4.0;4000000;microempresarial;2017-04-06
499;masculino;agropecuaria;sembrados;santa elena central;2;90.0;14;agropecuaria;2017-06-14
500;masculino;comercio;restaurante;la colina;2;15.0;7000000;microempresarial;2017-09-26
501;masculino;comercio;variedades;versalles no. 1;2;3.0;5000000;microempresarial;2018-07-03
502;masculino;comercio;variedades;pedregal;3;6.0;2000000;microempresarial;2017-10-26
503;femenino;industria;fabrica de;guayabal;3;15.0;3000000;microempresarial;2018-12-05
504;masculino;comercio;papeleria;robledo;3;7.0;7377000;microempresarial;2017-08-11
505;masculino;comercio;fabrica de;san javier no.1;2;13.0;7370000;microempresarial;2017-09-13
506;masculino;servicio;fabrica de;robledo;2;7.0;6890000;microempresarial;2016-07-26
507;femenino;industria;fabrica de;cordoba;3;7.0;7300000;microempresarial;2017-02-07
508;masculino;comercio;variedades;castilla;3;10.0;4000000;microempresarial;2018-07-27
509;femenino;servicio;peluqueria;la floresta;3;12.0;7000000;microempresarial;2017-09-08
